date,temperature
2015-07-26 07:45:51,27.7
2015-07-26 07:54:49,27.8
2015-07-26 07:54:49,27.8
2015-07-26 08:03:47,27.8
2015-07-26 08:12:45,27.9
2015-07-26 08:12:45,27.9
2015-07-26 08:21:43,27.9
2015-07-26 08:30:41,28.0
2015-07-26 08:30:41,28.0
2015-07-26 08:39:39,28.0
2015-07-26 08:48:37,28.0
2015-07-26 08:48:37,28.0
2015-07-26 08:57:35,28.0
2015-07-26 09:06:33,28.1
2015-07-26 09:06:33,28.1
2015-07-26 09:15:31,28.1
2015-07-26 09:24:29,28.1
2015-07-26 09:24:29,28.1
2015-07-26 09:33:27,28.2
2015-07-26 09:42:25,28.3
2015-07-26 09:42:25,28.3
2015-07-26 09:51:23,28.3
2015-07-26 10:00:21,28.3
2015-07-26 10:09:19,28.3
2015-07-26 10:18:17,28.3
2015-07-26 10:18:17,28.3
2015-07-26 10:27:15,28.4
2015-07-26 10:36:13,28.4
2015-07-26 10:36:13,28.4
2015-07-26 10:45:11,28.5
2015-07-26 10:54:09,28.5
2015-07-26 10:54:09,28.5
2015-07-26 11:03:07,28.5
2015-07-26 11:12:05,28.5
2015-07-26 11:12:05,28.5
2015-07-26 11:21:03,28.6
2015-07-26 11:30:01,28.6
2015-07-26 11:30:01,28.6
2015-07-26 11:38:59,28.6
2015-07-26 11:47:57,28.6
2015-07-26 11:47:57,28.6
2015-07-26 11:56:55,28.6
2015-07-26 12:05:52,28.7
2015-07-26 12:05:53,28.7
2015-07-26 12:14:51,28.7
2015-07-26 12:23:48,28.7
2015-07-26 12:23:49,28.7
2015-07-26 12:32:47,28.7
2015-07-26 12:41:44,28.7
2015-07-26 12:41:45,28.7
2015-07-26 12:50:43,28.7
2015-07-26 12:59:40,28.8
2015-07-26 12:59:41,28.8
2015-07-26 13:08:39,28.8
2015-07-26 13:17:36,28.8
2015-07-26 13:17:37,28.8
2015-07-26 13:26:35,28.8
2015-07-26 13:35:32,28.8
2015-07-26 13:35:33,28.8
2015-07-26 13:44:31,28.8
2015-07-26 13:53:28,28.8
2015-07-26 13:53:29,28.8
2015-07-26 14:02:27,28.8
2015-07-26 14:11:24,28.3
2015-07-26 14:11:25,28.3
2015-07-26 14:20:22,27.2
2015-07-26 14:29:20,27.1
2015-07-26 14:29:21,27.1
2015-07-26 14:38:18,26.7
2015-07-26 14:47:16,26.2
2015-07-26 14:47:17,26.2
2015-07-26 14:56:14,26.7
2015-07-26 15:05:12,27.0
2015-07-26 15:05:13,27.0
2015-07-26 15:14:10,27.1
2015-07-26 15:23:08,26.7
2015-07-26 15:23:09,26.7
2015-07-26 15:32:06,26.0
2015-07-26 15:41:04,26.1
2015-07-26 15:41:05,26.1
2015-07-26 15:50:02,26.2
2015-07-26 15:59:00,26.1
2015-07-26 15:59:01,26.1
2015-07-26 16:07:58,26.2
2015-07-26 16:16:56,26.4
2015-07-26 16:16:57,26.4
2015-07-26 16:25:54,26.2
2015-07-26 16:34:52,26.5
2015-07-26 16:34:52,26.5
2015-07-26 16:43:50,26.7
2015-07-26 16:52:48,26.8
2015-07-26 16:52:48,26.8
2015-07-26 17:01:46,26.9
2015-07-26 17:10:44,26.6
2015-07-26 17:10:44,26.6
2015-07-26 17:19:42,26.5
2015-07-26 17:28:40,26.7
2015-07-26 17:28:40,26.7
2015-07-26 17:37:38,26.7
2015-07-26 17:46:36,26.8
2015-07-26 17:46:36,26.8
2015-07-26 17:55:34,26.8
2015-07-26 18:04:32,26.8
2015-07-26 18:04:32,26.8
2015-07-26 18:13:30,26.7
2015-07-26 18:22:28,26.3
2015-07-26 18:22:28,26.3
2015-07-26 18:31:26,26.5
2015-07-26 18:40:24,26.6
2015-07-26 18:40:24,26.6
2015-07-26 18:58:20,26.6
2015-07-26 18:58:20,26.6
2015-07-26 19:07:18,26.6
2015-07-26 19:16:16,26.5
2015-07-26 19:16:16,26.5
2015-07-26 19:25:14,26.4
2015-07-26 19:34:12,26.5
2015-07-26 19:34:12,26.5
2015-07-26 19:43:10,26.5
2015-07-26 19:52:08,26.5
2015-07-26 19:52:08,26.5
2015-07-26 20:01:06,26.5
2015-07-26 20:10:04,26.4
2015-07-26 20:10:04,26.4
2015-07-26 20:19:02,26.3
2015-07-26 20:28:00,26.3
2015-07-26 20:28:00,26.3
2015-07-26 20:36:58,26.2
2015-07-26 20:45:55,26.1
2015-07-26 20:45:56,26.1
2015-07-26 20:54:54,26.3
2015-07-26 21:03:51,26.3
2015-07-26 21:03:52,26.3
2015-07-26 21:12:50,26.3
2015-07-26 21:21:47,26.4
2015-07-26 21:21:48,26.4
2015-07-26 21:30:46,26.4
2015-07-26 21:39:43,26.3
2015-07-26 21:39:44,26.3
2015-07-26 21:48:42,26.3
2015-07-26 21:57:39,26.3
2015-07-26 21:57:40,26.3
2015-07-26 22:06:38,26.3
2015-07-26 22:15:35,26.3
2015-07-26 22:15:36,26.3
2015-07-26 22:24:34,26.3
2015-07-26 22:33:31,26.3
2015-07-26 22:33:32,26.3
2015-07-26 22:42:30,26.3
2015-07-26 22:51:27,26.1
2015-07-26 22:51:28,26.1
2015-07-26 23:00:25,26.1
2015-07-26 23:09:23,26.1
2015-07-26 23:09:24,26.1
2015-07-26 23:18:21,26.1
2015-07-26 23:27:19,26.2
2015-07-26 23:27:20,26.2
2015-07-26 23:36:17,26.2
2015-07-26 23:45:15,26.2
2015-07-26 23:45:16,26.2
2015-07-26 23:54:13,26.1
2015-07-27 00:03:11,26.1
2015-07-27 00:03:12,26.1
2015-07-27 00:12:09,26.1
2015-07-27 00:21:07,26.0
2015-07-27 00:21:08,26.0
2015-07-27 00:30:05,26.0
2015-07-27 00:39:03,26.0
2015-07-27 00:39:04,26.0
2015-07-27 00:48:01,25.9
2015-07-27 00:53:27,25.8
2015-07-27 00:53:28,25.8
2015-07-27 01:02:25,25.8
2015-07-27 01:11:23,25.8
2015-07-27 01:11:23,25.8
2015-07-27 01:20:21,25.7
2015-07-27 01:29:19,25.6
2015-07-27 01:29:19,25.6
2015-07-27 01:38:17,25.6
2015-07-27 01:47:15,25.6
2015-07-27 01:47:15,25.6
2015-07-27 01:56:13,25.5
2015-07-27 02:05:11,25.5
2015-07-27 02:05:11,25.5
2015-07-27 02:14:09,25.4
2015-07-27 02:23:07,25.3
2015-07-27 02:23:07,25.3
2015-07-27 02:32:05,25.3
2015-07-27 02:41:03,25.3
2015-07-27 02:41:03,25.3
2015-07-27 02:50:01,25.2
2015-07-27 02:58:59,25.1
2015-07-27 02:58:59,25.1
2015-07-27 03:07:57,25.1
2015-07-27 03:16:55,25.1
2015-07-27 03:16:55,25.1
2015-07-27 03:25:53,25.0
2015-07-27 03:34:51,25.0
2015-07-27 03:34:51,25.0
2015-07-27 03:43:49,24.9
2015-07-27 03:52:47,24.9
2015-07-27 03:52:47,24.9
2015-07-27 04:01:45,24.9
2015-07-27 04:10:43,24.8
2015-07-27 04:10:43,24.8
2015-07-27 04:19:41,24.8
2015-07-27 04:28:39,24.8
2015-07-27 04:28:39,24.8
2015-07-27 04:37:37,24.8
2015-07-27 04:46:35,24.7
2015-07-27 04:46:35,24.7
2015-07-27 04:55:33,24.7
2015-07-27 05:04:31,24.6
2015-07-27 05:04:31,24.6
2015-07-27 05:13:29,24.6
2015-07-27 05:22:27,24.6
2015-07-27 05:22:27,24.6
2015-07-27 05:31:25,24.6
2015-07-27 05:40:22,24.6
2015-07-27 05:40:23,24.6
2015-07-27 05:49:21,24.6
2015-07-27 05:58:18,24.5
2015-07-27 05:58:19,24.5
2015-07-27 06:07:17,24.5
2015-07-27 06:16:14,24.5
2015-07-27 06:16:15,24.5
2015-07-27 06:25:13,24.4
2015-07-27 06:34:10,24.4
2015-07-27 06:34:11,24.4
2015-07-27 06:43:09,24.4
2015-07-27 06:52:06,24.3
2015-07-27 06:52:07,24.3
2015-07-27 07:01:05,24.3
2015-07-27 07:10:02,24.4
2015-07-27 07:10:03,24.4
2015-07-27 07:19:01,24.5
2015-07-27 07:27:58,24.7
2015-07-27 07:27:59,24.7
2015-07-27 07:36:56,24.7
2015-07-27 07:45:54,24.7
2015-07-27 07:45:55,24.7
2015-07-27 07:54:52,24.6
2015-07-27 08:03:50,24.3
2015-07-27 08:03:51,24.3
2015-07-27 08:12:48,23.9
2015-07-27 08:21:46,24.0
2015-07-27 08:21:47,24.0
2015-07-27 08:30:44,24.1
2015-07-27 08:39:42,24.2
2015-07-27 08:39:43,24.2
2015-07-27 08:48:40,24.2
2015-07-27 08:57:38,24.2
2015-07-27 08:57:39,24.2
2015-07-27 09:06:36,24.3
2015-07-27 09:15:34,24.3
2015-07-27 09:15:35,24.3
2015-07-27 09:24:32,24.3
2015-07-27 09:33:30,24.3
2015-07-27 09:33:31,24.3
2015-07-27 09:42:28,24.3
2015-07-27 09:51:26,24.4
2015-07-27 09:51:26,24.4
2015-07-27 10:00:24,24.5
2015-07-27 10:09:22,24.6
2015-07-27 10:09:22,24.6
2015-07-27 10:18:20,24.6
2015-07-27 10:27:18,24.8
2015-07-27 10:27:18,24.8
2015-07-27 10:36:16,24.8
2015-07-27 10:45:14,24.8
2015-07-27 10:45:14,24.8
2015-07-27 10:54:12,24.9
2015-07-27 11:03:10,25.0
2015-07-27 11:03:10,25.0
2015-07-27 11:12:08,25.0
2015-07-27 11:21:06,25.0
2015-07-27 11:21:06,25.0
2015-07-27 11:30:04,25.1
2015-07-27 11:39:02,25.1
2015-07-27 11:39:02,25.1
2015-07-27 11:48:00,25.1
2015-07-27 11:56:58,25.1
2015-07-27 11:56:58,25.1
2015-07-27 12:05:56,25.2
2015-07-27 12:14:54,25.2
2015-07-27 12:14:54,25.2
2015-07-27 12:23:52,25.3
2015-07-27 12:32:50,25.3
2015-07-27 12:32:50,25.3
2015-07-27 12:41:48,25.3
2015-07-27 12:50:46,25.4
2015-07-27 12:50:46,25.4
2015-07-27 12:59:44,25.5
2015-07-27 13:08:42,25.5
2015-07-27 13:08:42,25.5
2015-07-27 13:17:40,25.5
2015-07-27 13:26:38,25.5
2015-07-27 13:26:38,25.5
2015-07-27 13:35:36,25.5
2015-07-27 13:44:34,25.5
2015-07-27 13:44:34,25.5
2015-07-27 13:53:32,25.5
2015-07-27 14:02:30,25.6
2015-07-27 14:02:30,25.6
2015-07-27 14:11:28,25.6
2015-07-27 14:20:25,25.6
2015-07-27 14:20:26,25.6
2015-07-27 14:29:24,25.7
2015-07-27 14:38:21,25.7
2015-07-27 14:38:22,25.7
2015-07-27 14:47:20,25.8
2015-07-27 14:56:17,25.8
2015-07-27 14:56:18,25.8
2015-07-27 15:05:16,25.8
2015-07-27 15:14:13,25.8
2015-07-27 15:14:14,25.8
2015-07-27 15:41:08,25.9
2015-07-27 18:07:08,23.8
2015-07-27 18:16:06,23.9
2015-07-27 18:16:07,23.9
2015-07-27 18:51:58,24.6
2015-07-27 18:51:58,24.6
2015-07-28 11:33:34,24.4
2015-07-28 11:33:35,24.4
2015-07-28 11:42:32,24.6
2015-07-28 11:51:30,24.6
2015-07-28 11:51:31,24.6
2015-07-28 12:00:28,24.8
2015-07-28 12:09:26,24.8
2015-07-28 12:09:27,24.8
2015-07-28 12:18:24,24.8
2015-07-28 12:27:22,24.8
2015-07-28 12:27:23,24.8
2015-07-28 12:36:20,24.9
2015-07-28 12:45:18,24.9
2015-07-28 12:45:19,24.9
2015-07-28 12:54:16,25.0
2015-07-28 13:03:14,25.0
2015-07-28 13:03:15,25.0
2015-07-28 13:12:12,25.0
2015-07-28 13:21:10,25.1
2015-07-28 13:21:11,25.1
2015-07-28 13:30:08,25.1
2015-07-28 13:39:06,25.1
2015-07-28 13:39:07,25.1
2015-07-28 13:48:04,25.1
2015-07-28 13:57:02,25.1
2015-07-28 13:57:02,25.1
2015-07-28 14:06:00,25.2
2015-07-28 14:14:58,25.3
2015-07-28 14:14:58,25.3
2015-07-28 14:23:56,25.3
2015-07-28 14:32:54,25.3
2015-07-28 14:32:54,25.3
2015-07-28 14:41:52,25.3
2015-07-28 14:50:50,25.3
2015-07-28 14:50:50,25.3
2015-07-28 14:59:48,25.4
2015-07-28 15:08:46,25.4
2015-07-28 15:08:46,25.4
2015-07-28 15:17:44,25.5
2015-07-28 15:26:42,25.5
2015-07-28 15:26:42,25.5
2015-07-28 15:35:40,25.5
2015-07-28 15:44:38,25.5
2015-07-28 15:44:38,25.5
2015-07-28 15:53:36,25.5
2015-07-28 16:02:34,25.5
2015-07-28 16:02:34,25.5
2015-07-28 16:11:32,25.5
2015-07-28 16:20:30,25.6
2015-07-28 16:20:30,25.6
2015-07-28 16:29:28,25.6
2015-07-28 16:38:26,25.6
2015-07-28 16:38:26,25.6
2015-07-28 16:47:24,25.6
2015-07-28 16:56:22,25.6
2015-07-28 16:56:22,25.6
2015-07-28 17:05:20,25.6
2015-07-28 17:14:18,25.6
2015-07-28 17:14:18,25.6
2015-07-28 17:23:16,25.6
2015-07-28 17:32:14,25.6
2015-07-28 17:32:14,25.6
2015-07-28 17:41:12,25.6
2015-07-28 17:50:10,25.6
2015-07-28 17:50:10,25.6
2015-07-28 17:59:08,25.6
2015-07-28 18:08:06,25.7
2015-07-28 18:08:06,25.7
2015-07-28 18:17:04,25.7
2015-07-28 18:26:01,25.7
2015-07-28 18:26:02,25.7
2015-07-28 18:35:00,25.7
2015-07-28 18:43:57,25.7
2015-07-28 18:43:58,25.7
2015-07-28 18:52:56,25.7
2015-07-28 19:01:53,25.7
2015-07-28 19:01:54,25.7
2015-07-28 19:10:52,25.7
2015-07-28 19:19:49,25.8
2015-07-28 19:19:50,25.8
2015-07-28 19:28:48,25.8
2015-07-28 19:37:45,25.8
2015-07-28 19:37:46,25.8
2015-07-28 19:46:44,25.8
2015-07-28 19:55:41,25.8
2015-07-28 19:55:42,25.8
2015-07-28 20:04:40,25.8
2015-07-28 20:13:37,25.8
2015-07-28 20:13:38,25.8
2015-07-30 19:18:38,25.3
2015-07-30 19:27:36,25.2
2015-07-30 19:27:36,25.2
2015-07-30 19:36:34,25.2
2015-07-30 19:45:32,25.2
2015-07-30 19:45:32,25.2
2015-07-30 19:54:30,25.1
2015-07-30 20:03:28,25.1
2015-07-30 20:12:26,25.1
2015-07-30 20:21:24,25.1
2015-07-30 20:21:24,25.1
2015-07-30 20:30:22,25.1
2015-07-30 21:06:14,25.1
2015-07-30 21:15:12,25.1
2015-07-30 21:15:12,25.1
2015-07-30 21:24:10,25.1
2015-07-30 21:33:08,25.1
2015-07-30 21:33:08,25.1
2015-07-30 21:42:06,25.1
2015-07-30 21:51:04,25.1
2015-07-30 21:51:04,25.1
2015-07-30 22:00:02,25.1
2015-07-30 22:09:00,25.1
2015-07-30 22:09:00,25.1
2015-07-30 22:17:58,25.1
2015-07-30 22:26:55,25.1
2015-07-30 22:26:56,25.1
2015-07-30 22:35:54,25.1
2015-07-30 22:44:51,25.1
2015-07-30 22:44:52,25.1
2015-07-30 22:53:50,25.1
2015-07-30 23:02:47,25.0
2015-07-30 23:02:48,25.0
2015-07-30 23:11:46,25.0
2015-07-30 23:20:43,25.0
2015-07-30 23:20:44,25.0
2015-07-30 23:29:42,25.0
2015-07-30 23:38:39,25.0
2015-07-30 23:38:40,25.0
2015-07-30 23:47:38,25.0
2015-07-30 23:56:35,25.0
2015-07-30 23:56:36,25.0
2015-07-31 00:05:34,25.0
2015-07-31 00:14:31,25.0
2015-07-31 00:14:32,25.0
2015-07-31 00:23:30,25.0
2015-07-31 00:32:27,25.0
2015-07-31 00:32:28,25.0
2015-07-31 00:41:25,24.9
2015-07-31 00:50:23,24.9
2015-07-31 00:50:24,24.9
2015-07-31 00:59:21,24.9
2015-07-31 01:08:19,24.9
2015-07-31 01:08:20,24.9
2015-07-31 01:17:17,24.8
2015-07-31 01:26:15,24.8
2015-07-31 01:26:16,24.8
2015-07-31 01:35:13,24.8
2015-07-31 01:44:11,24.8
2015-07-31 01:44:12,24.8
2015-07-31 01:53:09,24.8
2015-07-31 02:02:07,24.8
2015-07-31 02:02:08,24.8
2015-07-31 02:11:05,24.8
2015-07-31 02:20:03,24.7
2015-07-31 02:20:04,24.7
2015-07-31 02:29:01,24.7
2015-07-31 02:37:59,24.5
2015-07-31 02:38:00,24.5
2015-07-31 02:46:57,24.4
2015-07-31 02:55:55,24.3
2015-07-31 02:55:55,24.3
2015-07-31 03:04:53,24.3
2015-07-31 03:13:51,24.2
2015-07-31 03:13:51,24.2
2015-07-31 03:22:49,24.1
2015-07-31 03:31:47,24.1
2015-07-31 03:31:47,24.1
2015-07-31 03:40:45,24.0
2015-07-31 03:49:43,24.0
2015-07-31 03:49:43,24.0
2015-07-31 03:58:41,23.8
2015-07-31 04:07:39,23.8
2015-07-31 04:07:39,23.8
2015-07-31 04:16:37,23.8
2015-07-31 04:25:35,23.7
2015-07-31 04:25:35,23.7
2015-07-31 04:34:33,23.6
2015-07-31 04:43:31,23.6
2015-07-31 04:43:31,23.6
2015-07-31 04:52:29,23.5
2015-07-31 05:01:27,23.5
2015-07-31 05:01:27,23.5
2015-07-31 05:10:25,23.5
2015-07-31 05:19:23,23.4
2015-07-31 05:19:23,23.4
2015-07-31 05:28:21,23.4
2015-07-31 05:37:19,23.3
2015-07-31 05:37:19,23.3
2015-07-31 05:46:17,23.3
2015-07-31 05:55:15,23.3
2015-07-31 05:55:15,23.3
2015-07-31 06:04:13,23.2
2015-07-31 06:13:11,23.1
2015-07-31 06:13:11,23.1
2015-07-31 06:22:09,23.1
2015-07-31 06:31:07,23.0
2015-07-31 06:31:07,23.0
2015-07-31 06:40:05,23.0
2015-07-31 06:49:03,22.9
2015-07-31 06:49:03,22.9
2015-07-31 06:58:01,22.9
2015-07-31 07:06:58,22.8
2015-07-31 07:06:59,22.8
2015-07-31 07:15:57,22.8
2015-07-31 07:24:54,22.8
2015-07-31 07:24:55,22.8
2015-07-31 07:33:53,22.8
2015-07-31 07:42:50,22.8
2015-07-31 07:42:51,22.8
2015-07-31 07:51:49,22.8
2015-07-31 08:00:46,22.8
2015-07-31 08:00:47,22.8
2015-07-31 08:09:45,22.8
2015-07-31 08:18:42,22.8
2015-07-31 08:18:43,22.8
2015-07-31 08:27:41,22.9
2015-07-31 08:36:38,22.9
2015-07-31 08:36:39,22.9
2015-07-31 08:45:37,23.0
2015-07-31 08:54:34,23.0
2015-07-31 08:54:35,23.0
2015-07-31 09:03:33,23.0
2015-07-31 09:12:30,23.0
2015-07-31 09:12:31,23.0
2015-07-31 09:21:28,23.0
2015-07-31 09:30:26,23.1
2015-07-31 09:30:27,23.1
2015-07-31 09:39:24,23.1
2015-07-31 09:48:22,23.2
2015-07-31 09:48:23,23.2
2015-07-31 09:57:20,23.2
2015-07-31 10:06:18,23.3
2015-07-31 10:06:19,23.3
2015-07-31 10:15:16,23.3
2015-07-31 10:24:14,23.3
2015-07-31 10:24:15,23.3
2015-07-31 10:33:12,23.4
2015-07-31 10:42:10,23.5
2015-07-31 10:42:11,23.5
2015-07-31 10:51:08,23.5
2015-07-31 11:00:06,23.6
2015-07-31 11:00:07,23.6
2015-07-31 11:09:04,23.6
2015-07-31 11:18:02,23.6
2015-07-31 11:18:03,23.6
2015-07-31 11:27:00,23.7
2015-07-31 11:35:58,23.8
2015-07-31 11:35:58,23.8
2015-07-31 11:44:56,23.8
2015-07-31 11:53:54,23.9
2015-07-31 11:53:54,23.9
2015-07-31 12:02:52,24.0
2015-07-31 12:11:50,24.0
2015-07-31 12:11:50,24.0
2015-07-31 12:20:48,24.0
2015-07-31 12:29:46,24.1
2015-07-31 12:29:46,24.1
2015-07-31 12:38:44,24.1
2015-07-31 12:47:42,24.1
2015-07-31 12:47:42,24.1
2015-07-31 12:56:40,24.2
2015-07-31 13:05:38,24.3
2015-07-31 13:05:38,24.3
2015-07-31 13:14:36,24.3
2015-07-31 13:23:34,24.3
2015-07-31 13:23:34,24.3
2015-07-31 13:32:32,24.3
2015-07-31 13:41:30,24.4
2015-07-31 13:41:30,24.4
2015-07-31 13:50:28,24.5
2015-07-31 13:59:26,24.5
2015-07-31 13:59:26,24.5
2015-07-31 14:08:24,24.5
2015-07-31 14:17:22,24.6
2015-07-31 14:17:22,24.6
2015-07-31 14:26:20,24.6
2015-07-31 14:35:18,24.6
2015-07-31 14:35:18,24.6
2015-07-31 14:44:16,24.6
2015-07-31 14:53:14,24.6
2015-07-31 14:53:14,24.6
2015-07-31 15:02:12,24.7
2015-07-31 15:11:10,24.7
2015-07-31 15:11:10,24.7
2015-07-31 15:20:08,24.7
2015-07-31 15:29:06,24.8
2015-07-31 15:29:06,24.8
2015-07-31 15:38:04,24.8
2015-07-31 15:47:01,24.8
2015-07-31 15:47:02,24.8
2015-07-31 15:56:00,24.8
2015-07-31 16:04:57,24.8
2015-07-31 16:04:58,24.8
2015-07-31 16:13:56,24.9
2015-07-31 16:22:53,24.9
2015-07-31 16:22:54,24.9
2015-07-31 16:31:52,25.0
2015-07-31 16:40:49,25.0
2015-07-31 16:40:50,25.0
2015-07-31 16:49:48,25.0
2015-07-31 16:58:45,25.0
2015-07-31 16:58:46,25.0
2015-07-31 17:07:44,25.0
2015-07-31 17:16:41,25.0
2015-07-31 17:16:42,25.0
2015-07-31 17:25:40,25.0
2015-07-31 17:34:37,25.0
2015-07-31 17:34:38,25.0
2015-07-31 17:43:36,25.0
2015-07-31 17:52:33,25.0
2015-07-31 17:52:34,25.0
2015-07-31 18:01:31,25.0
2015-07-31 18:10:29,25.0
2015-07-31 18:10:30,25.0
2015-07-31 18:19:27,25.0
